11 0
11 0
11 0
11 0
3 0
3 0
3 0
3 0
1 0
1 0
1 0
5 2
5 2
5 2
4 0
4 0
4 0
5 0
5 0
5 0
4 2
4 2
4 2
1 0
1 0
2 2
2 2
2 2
3 0
3 0
3 0
3 0
5 2
5 2
5 2
5 2
5 2
5 2
5 2
3 0
3 0
4 0
3 0
3 0
3 0
4 0
4 0
4 0
1 0
1 0
1 0
5 2
5 2
5 2
4 0
4 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
3 0
3 0
3 0
3 0
4 2
4 2
4 2
4 2
4 2
4 2
2 0
2 0
2 0
2 0
2 0
5 0
5 0
5 2
5 2
5 2
5 2
5 2
5 2
5 2
1 0
1 0
1 0
11 0
11 0
11 0
9 2
9 2
9 2
11 2
11 2
11 2
9 4
9 4
9 4
3 0
3 0
3 0
3 0
3 0
3 0
3 0
4 0
4 0
4 0
4 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
4 0
4 0
4 0
4 0
4 0
5 0
5 0
5 0
5 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
2 0
2 0
2 0
2 0
6 0
6 0
6 0
6 0
6 0
3 0
3 0
3 0
3 0
6 3
6 3
6 3
6 3
2 3
2 0
2 0
3 0
3 0
3 0
3 0
3 0
4 2
4 2
4 2
4 2
4 2
4 2
4 2
3 2
3 2
3 2
3 2
3 2
5 0
5 0
5 0
5 0
5 0
3 0
3 0
3 0
3 0
3 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
5 0
5 0
5 3
5 3
5 3
5 3
3 0
3 0
3 0
3 0
3 0
3 0
3 0
4 0
4 0
6 3
6 3
6 3
5 3
5 3
5 3
4 2
4 2
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
4 0
3 0
3 0
3 0
3 0
3 0
5 2
5 2
5 2
5 2
5 2
1 0
1 0
1 0
1 0
1 0
1 0
5 2
5 2
5 2
5 2
5 2
5 2
3 0
3 0
3 0
3 0
3 0
3 0
3 0
4 0
4 0
4 0
4 0
4 0
4 2
4 2
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
1 0
1 0
1 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
1 0
1 0
1 0
1 0
1 0
3 0
3 0
3 0
3 0
3 0
2 0
2 0
2 0
2 0
2 0
2 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
2 0
2 0
2 0
2 0
2 0
2 0
4 2
4 2
4 2
4 2
3 0
3 0
3 0
5 2
5 2
5 2
5 2
5 2
11 0
11 0
11 0
11 0
10 2
10 2
10 2
10 2
10 2
12 4
12 4
12 4
12 4
12 4
3 0
3 0
3 0
3 0
3 0
3 0
5 2
5 2
5 2
5 2
5 2
5 2
5 2
5 2
5 2
5 2
5 2
5 2
5 2
5 2
5 2
5 2
4 0
4 0
4 0
4 2
4 2
4 2
11 0
11 0
11 0
9 2
9 2
9 4
9 4
4 0
4 0
4 0
4 0
4 0
4 0
4 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
3 2
3 2
3 2
3 2
3 2
4 0
4 0
4 0
4 0
4 0
1 0
1 0
1 0
1 0
1 0
4 2
4 2
4 2
4 2
4 2
4 2
3 0
3 0
3 0
3 0
3 0
3 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
3 0
3 0
3 0
3 0
3 0
3 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
5 2
5 2
5 2
5 2
5 2
5 2
6 2
11 0
11 0
11 0
11 0
12 4
12 4
12 4
12 4
12 4
12 4
10 2
10 2
10 2
10 2
11 4
11 4
11 4
11 4
11 4
11 4
11 4
11 4
11 4
10 2
10 2
10 2
10 2
6 2
6 2
6 2
6 2
6 2
6 2
6 2
4 0
4 0
4 0
4 0
4 0
5 0
5 2
5 2
5 2
5 2
5 2
4 0
4 0
4 0
4 0
4 0
4 0
4 2
4 2
4 2
4 2
4 2
4 2
4 2
4 2
4 2
4 2
4 2
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
6 4
6 4
6 4
6 4
3 0
3 0
3 0
3 0
3 0
3 0
3 0
4 0
4 0
4 0
2 0
2 0
2 0
2 0
2 0
2 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
2 0
2 0
2 0
2 0
2 0
2 0
3 0
3 0
3 0
3 0
3 0
3 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
5 3
5 3
5 3
5 3
5 3
3 0
3 0
3 0
3 0
5 2
5 2
5 2
5 2
6 3
6 3
6 3
6 3
6 3
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
3 2
3 2
3 2
3 2
6 3
6 3
11 0
11 0
11 0
11 0
11 0
11 2
11 2
11 2
11 2
11 4
11 4
11 4
11 4
9 4
9 4
9 4
9 4
11 4
11 4
11 4
11 4
11 4
9 4
9 4
9 4
9 4
8 2
8 2
8 2
4 0
4 0
4 0
5 2
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
5 2
5 2
5 2
5 2
5 2
2 0
2 0
2 0
2 0
2 0
4 0
4 0
4 0
4 0
4 0
4 2
4 2
4 2
4 2
5 2
5 2
5 2
5 2
5 2
5 2
5 2
5 2
4 2
4 2
4 2
4 2
4 2
4 0
4 0
4 0
4 0
4 0
1 0
1 0
1 0
1 0
1 0
1 0
4 2
4 2
4 2
3 0
3 0
3 0
4 0
4 0
11 0
11 0
11 0
11 2
11 2
4 0
4 0
4 0
4 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
3 0
3 0
3 0
5 2
5 2
5 2
5 2
2 0
2 0
2 0
4 0
4 0
4 0
4 0
4 0
1 0
1 0
1 0
1 0
1 0
3 0
3 0
3 0
3 0
3 0
4 0
4 0
4 0
4 0
4 0
2 0
2 0
3 0
3 0
3 0
3 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
5 2
5 2
5 2
5 2
5 2
4 0
4 0
4 0
4 0
4 0
4 0
4 2
4 2
4 2
4 2
4 2
4 2
3 2
3 2
3 2
3 2
3 2
5 0
5 0
5 0
5 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 2
4 2
4 0
4 0
4 0
4 0
4 0
4 0
5 2
5 2
5 2
5 2
5 2
4 0
4 0
4 0
4 0
4 0
4 0
4 0
3 0
3 0
3 0
3 0
3 0
4 2
4 2
4 2
4 2
4 2
4 2
3 0
3 0
3 0
3 0
3 0
3 0
3 0
4 2
4 2
4 2
4 2
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
4 2
4 2
4 2
4 2
4 2
2 0
2 0
2 0
2 0
2 0
2 0
2 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
2 0
2 0
4 0
4 0
4 0
4 0
4 0
5 2
5 2
5 2
5 2
5 2
5 2
5 2
5 2
5 2
5 2
5 2
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
5 2
5 2
5 2
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
6 4
6 4
6 4
6 4
6 4
6 4
4 2
4 2
4 2
4 2
4 2
4 2
1 0
1 0
1 0
1 0
1 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
1 0
1 0
1 0
1 0
1 0
5 2
5 2
5 2
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
5 2
5 2
5 2
5 2
5 2
4 0
4 0
4 0
4 0
4 0
5 2
5 2
5 2
5 2
5 2
5 2
3 0
3 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
1 0
1 0
1 0
1 0
1 0
1 0
3 0
3 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
3 0
3 0
3 0
4 0
4 0
4 0
4 0
5 2
5 2
5 2
5 2
5 2
5 2
4 0
4 0
4 0
4 0
4 0
2 2
2 2
2 2
2 0
2 0
2 0
2 0
2 0
2 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
4 0
4 0
4 0
4 0
3 0
3 0
3 0
3 0
3 0
4 0
4 0
4 0
4 0
4 0
4 0
5 2
5 2
5 2
5 2
1 0
1 0
1 0
1 0
1 0
1 0
1 0
5 2
5 2
5 2
5 2
5 2
3 0
3 0
3 0
3 0
3 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
4 2
4 2
4 2
4 2
4 2
4 2
2 0
2 0
2 0
2 0
2 0
2 0
2 0
1 0
4 0
4 0
4 0
4 0
4 0
4 0
5 2
5 2
5 2
5 2
5 2
6 4
6 4
6 4
6 4
6 4
4 0
4 0
4 0
4 0
3 0
3 0
4 0
4 0
4 0
5 2
5 2
5 2
5 2
5 2
1 0
1 0
1 0
1 0
1 0
1 0
5 0
5 0
5 0
5 0
5 0
5 0
5 2
5 2
5 2
5 2
5 2
4 2
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
5 2
5 2
4 2
4 2
4 2
4 2
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
5 2
5 2
5 2
5 2
5 2
1 0
1 0
1 0
1 0
1 0
1 0
5 2
5 2
5 2
5 2
2 2
2 2
2 2
2 2
2 2
2 2
2 2
2 2
2 2
2 2
2 2
2 2
1 0
1 0
1 0
1 0
1 0
1 0
3 0
3 0
3 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 2
4 2
4 2
4 2
4 2
4 2
1 0
1 0
1 0
1 0
1 0
1 0
1 0
3 0
3 0
3 0
3 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 2
4 2
4 2
4 2
4 2
4 2
4 2
4 2
4 2
4 2
4 0
4 0
4 0
4 0
4 0
5 2
5 2
5 2
5 2
5 2
3 0
3 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
5 2
5 2
4 0
4 0
4 0
4 0
4 0
1 0
1 0
1 0
1 0
1 0
4 0
4 0
4 0
4 0
4 0
4 0
5 2
5 2
5 2
5 2
5 2
5 2
1 0
1 0
1 0
1 0
1 0
1 0
1 0
3 0
3 0
3 0
3 0
3 0
3 0
4 2
4 2
4 2
4 2
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
